Animal,DominanceCategory,Phenotype,Pair,DateTime,Session,Focal,Duration,Count,Month,MonthlyFruitBiomass,FruitBiomassCategory,TaxonNEW
FT,mid,T,1,7/23/2019,24,167,6529,19,7,11.77498434,Low,EFI
FT,mid,T,1,7/23/2019,24,167,6529,10,7,11.77498434,Low,CATA
FT,mid,T,1,7/23/2019,24,167,6529,10,7,11.77498434,Low,FIN
FT,mid,T,1,8/19/2019,36,186,5237,68,8,14.46787252,Low,ANTS
FT,mid,T,1,8/19/2019,36,186,5237,16,8,14.46787252,Low,EFI
FT,mid,T,1,8/19/2019,36,186,5237,21,8,14.46787252,Low,PPLA
FT,mid,T,1,8/19/2019,36,186,5237,78,8,14.46787252,Low,SOBO
FT,mid,T,1,8/19/2019,36,186,5237,5,8,14.46787252,Low,FIN
FT,mid,T,1,8/19/2019,36,186,5237,4,8,14.46787252,Low,LGRA
FT,mid,T,1,9/12/2019,48,207,6121,69,9,70.57240697,High,ANTS
FT,mid,T,1,9/12/2019,48,207,6121,1,9,70.57240697,High,CATA
FT,mid,T,1,9/12/2019,48,207,6121,22,9,70.57240697,High,EFI
FT,mid,T,1,9/12/2019,48,207,6121,79,9,70.57240697,High,FCOT
FT,mid,T,1,9/12/2019,48,207,6121,2,9,70.57240697,High,GMAC
FT,mid,T,1,9/12/2019,48,207,6121,7,9,70.57240697,High,ANTS
FT,mid,T,1,9/12/2019,48,207,6121,5,9,70.57240697,High,CATA
FT,mid,T,1,9/12/2019,48,207,6121,9,9,70.57240697,High,FIN
FT,mid,T,1,10/7/2019,62,231,6354,50,10,29.0961191,High,EFI
FT,mid,T,1,10/7/2019,62,231,6354,143,10,29.0961191,High,SOBO
FT,mid,T,1,10/7/2019,62,231,6354,16,10,29.0961191,High,FIN
FT,mid,T,1,11/1/2019,74,256,6034,71,11,48.12151099,High,EFI
FT,mid,T,1,11/1/2019,74,256,6034,2,11,48.12151099,High,CVER
FT,mid,T,1,11/1/2019,74,256,6034,11,11,48.12151099,High,CATA
FT,mid,T,1,11/1/2019,74,256,6034,7,11,48.12151099,High,FIN
ED,mid,D,4,6/17/2019,3,122,5562,3,6,8.760734086,Low,EFI
ED,mid,D,4,6/17/2019,3,122,5562,8,6,8.760734086,Low,CATA
ED,mid,D,4,6/17/2019,3,122,5562,9,6,8.760734086,Low,FIN
ED,mid,D,4,7/23/2019,23,166,6728,20,7,11.77498434,Low,EFI
ED,mid,D,4,7/23/2019,23,166,6728,22,7,11.77498434,Low,BPOL
ED,mid,D,4,7/23/2019,23,166,6728,9,7,11.77498434,Low,CATA
ED,mid,D,4,7/23/2019,23,166,6728,23,7,11.77498434,Low,FIN
ED,mid,D,4,8/22/2019,38,189,7138,27,8,14.46787252,Low,ANTS
ED,mid,D,4,8/22/2019,38,189,7138,70,8,14.46787252,Low,EFI
ED,mid,D,4,8/22/2019,38,189,7138,4,8,14.46787252,Low,BPOL
ED,mid,D,4,8/22/2019,38,189,7138,164,8,14.46787252,Low,FCOT
ED,mid,D,4,8/22/2019,38,189,7138,19,8,14.46787252,Low,FIN
ED,mid,D,4,9/12/2019,47,208,6579,4,9,70.57240697,High,ANTS
ED,mid,D,4,9/12/2019,47,208,6579,42,9,70.57240697,High,EFI
ED,mid,D,4,9/12/2019,47,208,6579,24,9,70.57240697,High,PPLA
ED,mid,D,4,9/12/2019,47,208,6579,5,9,70.57240697,High,SOBO
ED,mid,D,4,9/12/2019,47,208,6579,7,9,70.57240697,High,CATA
ED,mid,D,4,9/12/2019,47,208,6579,43,9,70.57240697,High,HIVE
ED,mid,D,4,9/12/2019,47,208,6579,13,9,70.57240697,High,FIN
ED,mid,D,4,10/4/2019,59,227,6732,18,10,29.0961191,High,ANTS
ED,mid,D,4,10/4/2019,59,227,6732,51,10,29.0961191,High,EFI
ED,mid,D,4,10/4/2019,59,227,6732,251,10,29.0961191,High,FCOT
ED,mid,D,4,10/4/2019,59,227,6732,222,10,29.0961191,High,SOBO
ED,mid,D,4,10/4/2019,59,227,6732,13,10,29.0961191,High,FIN
ED,mid,D,4,10/30/2019,73,254,6551,110,10,29.0961191,High,ANTS
ED,mid,D,4,10/30/2019,73,254,6551,151,10,29.0961191,High,EFI
ED,mid,D,4,10/30/2019,73,254,6551,52,10,29.0961191,High,CVER
ED,mid,D,4,10/30/2019,73,254,6551,17,10,29.0961191,High,CATA
ED,mid,D,4,10/30/2019,73,254,6551,8,10,29.0961191,High,FIN
KI,mid,D,1,6/18/2019,5,125,6046,1,6,8.760734086,Low,EFI
KI,mid,D,1,6/18/2019,5,125,6046,50,6,8.760734086,Low,GAME
KI,mid,D,1,6/18/2019,5,125,6046,9,6,8.760734086,Low,CATA
KI,mid,D,1,6/18/2019,5,125,6046,23,6,8.760734086,Low,FIN
KI,mid,D,1,7/23/2019,24,165,6576,11,7,11.77498434,Low,MTIN
KI,mid,D,1,7/23/2019,24,165,6576,5,7,11.77498434,Low,CATA
KI,mid,D,1,7/23/2019,24,165,6576,13,7,11.77498434,Low,FIN
KI,mid,D,1,8/19/2019,36,185,5716,85,8,14.46787252,Low,EFI
KI,mid,D,1,8/19/2019,36,185,5716,100,8,14.46787252,Low,PPLA
KI,mid,D,1,8/19/2019,36,185,5716,2,8,14.46787252,Low,CATA
KI,mid,D,1,8/19/2019,36,185,5716,10,8,14.46787252,Low,FIN
KI,mid,D,1,9/12/2019,48,209,6570,13,9,70.57240697,High,ANTS
KI,mid,D,1,9/12/2019,48,209,6570,18,9,70.57240697,High,EFI
KI,mid,D,1,9/12/2019,48,209,6570,97,9,70.57240697,High,GMAC
KI,mid,D,1,9/12/2019,48,209,6570,21,9,70.57240697,High,PPLA
KI,mid,D,1,9/12/2019,48,209,6570,1,9,70.57240697,High,CATA
KI,mid,D,1,9/12/2019,48,209,6570,43,9,70.57240697,High,FIN
KI,mid,D,1,10/7/2019,62,232,5327,100,10,29.0961191,High,EFI
KI,mid,D,1,10/7/2019,62,232,5327,19,10,29.0961191,High,PPLA
KI,mid,D,1,10/7/2019,62,232,5327,210,10,29.0961191,High,SOBO
KI,mid,D,1,10/7/2019,62,232,5327,5,10,29.0961191,High,CATA
KI,mid,D,1,10/7/2019,62,232,5327,14,10,29.0961191,High,FIN
KI,mid,D,1,11/1/2019,74,258,5527,37,11,48.12151099,High,EFI
KI,mid,D,1,11/1/2019,74,258,5527,129,11,48.12151099,High,SOBO
KI,mid,D,1,11/1/2019,74,258,5527,19,11,48.12151099,High,CATA
KI,mid,D,1,11/1/2019,74,258,5527,22,11,48.12151099,High,FIN
KI,mid,D,1,11/1/2019,74,258,5527,9,11,48.12151099,High,LGRA
SH,low,D,2,6/14/2019,2,119,6547,1,6,8.760734086,Low,ANTS
SH,low,D,2,6/14/2019,2,119,6547,1,6,8.760734086,Low,EFI
SH,low,D,2,6/14/2019,2,119,6547,74,6,8.760734086,Low,GAME
SH,low,D,2,6/14/2019,2,119,6547,14,6,8.760734086,Low,CATA
SH,low,D,2,6/14/2019,2,119,6547,5,6,8.760734086,Low,FIN
SH,low,D,2,7/22/2019,22,162,1134,1,7,11.77498434,Low,CATA
SH,low,D,2,7/22/2019,22,162,1134,4,7,11.77498434,Low,FIN
SH,low,D,2,7/25/2019,25,169,5400,1,7,11.77498434,Low,EFI
SH,low,D,2,7/25/2019,25,169,5400,5,7,11.77498434,Low,CATA
SH,low,D,2,7/25/2019,25,169,5400,5,7,11.77498434,Low,FIN
SH,low,D,2,8/19/2019,37,187,5682,1,8,14.46787252,Low,EFI
SH,low,D,2,8/19/2019,37,187,5682,22,8,14.46787252,Low,MTIN
SH,low,D,2,8/19/2019,37,187,5682,30,8,14.46787252,Low,SOBO
SH,low,D,2,8/19/2019,37,187,5682,35,8,14.46787252,Low,HIVE
SH,low,D,2,8/19/2019,37,187,5682,4,8,14.46787252,Low,FIN
SH,low,D,2,8/19/2019,37,187,5682,14,8,14.46787252,Low,LGRA
SH,low,D,2,9/16/2019,49,274,6488,2,9,70.57240697,High,ANTS
SH,low,D,2,9/16/2019,49,274,6488,1,9,70.57240697,High,EFI
SH,low,D,2,9/16/2019,49,274,6488,191,9,70.57240697,High,GMAC
SH,low,D,2,9/16/2019,49,274,6488,23,9,70.57240697,High,SOBO
SH,low,D,2,9/16/2019,49,274,6488,7,9,70.57240697,High,FIN
SH,low,D,2,9/16/2019,49,274,6488,10,9,70.57240697,High,LGRA
SH,low,D,2,10/7/2019,61,233,6752,245,10,29.0961191,High,FCOT
SH,low,D,2,11/1/2019,75,259,5843,58,11,48.12151099,High,ANTS
SH,low,D,2,11/1/2019,75,259,5843,81,11,48.12151099,High,EFI
SH,low,D,2,11/1/2019,75,259,5843,12,11,48.12151099,High,CATA
SH,low,D,2,11/1/2019,75,259,5843,19,11,48.12151099,High,FIN
LA,low,T,4,6/17/2019,3,120,4671,4,6,8.760734086,Low,ANTS
LA,low,T,4,6/17/2019,3,120,4671,4,6,8.760734086,Low,EFI
LA,low,T,4,6/17/2019,3,120,4671,19,6,8.760734086,Low,CATA
LA,low,T,4,6/17/2019,3,120,4671,17,6,8.760734086,Low,HIVE
LA,low,T,4,6/17/2019,3,120,4671,26,6,8.760734086,Low,FIN
LA,low,T,4,7/23/2019,23,164,6387,8,7,11.77498434,Low,ANTS
LA,low,T,4,7/23/2019,23,164,6387,36,7,11.77498434,Low,BPOL
LA,low,T,4,7/23/2019,23,164,6387,4,7,11.77498434,Low,MTIN
LA,low,T,4,7/23/2019,23,164,6387,22,7,11.77498434,Low,CATA
LA,low,T,4,7/23/2019,23,164,6387,37,7,11.77498434,Low,HIVE
LA,low,T,4,7/23/2019,23,164,6387,20,7,11.77498434,Low,FIN
LA,low,T,4,8/22/2019,38,190,6505,24,8,14.46787252,Low,EFI
LA,low,T,4,8/22/2019,38,190,6505,56,8,14.46787252,Low,FCOT
LA,low,T,4,8/22/2019,38,190,6505,14,8,14.46787252,Low,MTIN
LA,low,T,4,8/22/2019,38,190,6505,39,8,14.46787252,Low,PPLA
LA,low,T,4,8/22/2019,38,190,6505,39,8,14.46787252,Low,SOBO
LA,low,T,4,8/22/2019,38,190,6505,7,8,14.46787252,Low,FIN
LA,low,T,4,9/12/2019,47,206,6418,28,9,70.57240697,High,EFI
LA,low,T,4,9/12/2019,47,206,6418,20,9,70.57240697,High,PPLA
LA,low,T,4,9/12/2019,47,206,6418,41,9,70.57240697,High,SOBO
LA,low,T,4,9/12/2019,47,206,6418,4,9,70.57240697,High,CATA
LA,low,T,4,9/12/2019,47,206,6418,17,9,70.57240697,High,FIN
LA,low,T,4,10/4/2019,59,228,5755,46,10,29.0961191,High,ANTS
LA,low,T,4,10/4/2019,59,228,5755,14,10,29.0961191,High,CATA
LA,low,T,4,10/4/2019,59,228,5755,6,10,29.0961191,High,EFI
LA,low,T,4,10/4/2019,59,228,5755,11,10,29.0961191,High,CVER
LA,low,T,4,10/4/2019,59,228,5755,203,10,29.0961191,High,FCOT
LA,low,T,4,10/4/2019,59,228,5755,253,10,29.0961191,High,SOBO
LA,low,T,4,10/4/2019,59,228,5755,6,10,29.0961191,High,FIN
LA,low,T,4,10/30/2019,73,255,6412,26,10,29.0961191,High,ANTS
LA,low,T,4,10/30/2019,73,255,6412,35,10,29.0961191,High,EFI
LA,low,T,4,10/30/2019,73,255,6412,34,10,29.0961191,High,CVER
LA,low,T,4,10/30/2019,73,255,6412,151,10,29.0961191,High,SOBO
LA,low,T,4,10/30/2019,73,255,6412,20,10,29.0961191,High,CATA
LA,low,T,4,10/30/2019,73,255,6412,7,10,29.0961191,High,FIN
LA,low,T,4,10/30/2019,73,255,6412,27,10,29.0961191,High,LGRA
QD,high,D,9,7/2/2019,11,281,5126,5,7,11.77498434,Low,EFI
QD,high,D,9,7/2/2019,11,281,5126,40,7,11.77498434,Low,GAME
QD,high,D,9,7/2/2019,11,281,5126,3,7,11.77498434,Low,CATA
QD,high,D,9,7/2/2019,11,281,5126,6,7,11.77498434,Low,FIN
QD,high,D,9,7/17/2019,19,157,6024,3,7,11.77498434,Low,EFI
QD,high,D,9,7/17/2019,19,157,6024,44,7,11.77498434,Low,FCOT
QD,high,D,9,7/17/2019,19,157,6024,16,7,11.77498434,Low,GAME
QD,high,D,9,7/17/2019,19,157,6024,2,7,11.77498434,Low,CATA
QD,high,D,9,7/17/2019,19,157,6024,19,7,11.77498434,Low,FIN
QD,high,D,9,8/9/2019,30,178,7179,7,8,14.46787252,Low,EFI
QD,high,D,9,8/9/2019,30,178,7179,1,8,14.46787252,Low,MTIN
QD,high,D,9,8/9/2019,30,178,7179,44,8,14.46787252,Low,HIVE
QD,high,D,9,8/9/2019,30,178,7179,3,8,14.46787252,Low,FIN
QD,high,D,9,8/9/2019,30,178,7179,18,8,14.46787252,Low,LGRA
QD,high,D,9,8/27/2019,41,195,6041,19,8,14.46787252,Low,EFI
QD,high,D,9,8/27/2019,41,195,6041,16,8,14.46787252,Low,MTIN
QD,high,D,9,8/27/2019,41,195,6041,1,8,14.46787252,Low,FIN
QD,high,D,9,8/27/2019,41,195,6041,23,8,14.46787252,Low,LGRA
QD,high,D,9,9/20/2019,53,215,5771,31,9,70.57240697,High,EFI
QD,high,D,9,9/20/2019,53,215,5771,24,9,70.57240697,High,MTIN
QD,high,D,9,9/20/2019,53,215,5771,9,9,70.57240697,High,CATA
QD,high,D,9,9/20/2019,53,215,5771,5,9,70.57240697,High,FIN
QD,high,D,9,9/20/2019,53,215,5771,20,9,70.57240697,High,LGRA
QD,high,D,9,10/10/2019,64,236,5862,16,10,29.0961191,High,EFI
QD,high,D,9,10/10/2019,64,236,5862,60,10,29.0961191,High,FCOT
QD,high,D,9,10/10/2019,64,236,5862,3,10,29.0961191,High,CATA
QD,high,D,9,10/10/2019,64,236,5862,12,10,29.0961191,High,FIN
QD,high,D,9,10/10/2019,64,236,5862,80,10,29.0961191,High,LGRA
QD,high,D,9,11/4/2019,76,261,6804,6,11,48.12151099,High,ANTS
QD,high,D,9,11/4/2019,76,261,6804,47,11,48.12151099,High,EFI
QD,high,D,9,11/4/2019,76,261,6804,2,11,48.12151099,High,CATA
QD,high,D,9,11/4/2019,76,261,6804,13,11,48.12151099,High,FIN
QD,high,D,9,11/14/2019,79,267,6572,51,11,48.12151099,High,ANTS
QD,high,D,9,11/14/2019,79,267,6572,1,11,48.12151099,High,CATA
QD,high,D,9,11/14/2019,79,267,6572,78,11,48.12151099,High,EFI
QD,high,D,9,11/14/2019,79,267,6572,3,11,48.12151099,High,CVER
QD,high,D,9,11/14/2019,79,267,6572,40,11,48.12151099,High,QOLE
QD,high,D,9,11/14/2019,79,267,6572,8,11,48.12151099,High,CATA
QD,high,D,9,11/14/2019,79,267,6572,37,11,48.12151099,High,FIN
PD,mid,T,9,7/2/2019,11,140,6265,7,7,11.77498434,Low,ANTS
PD,mid,T,9,7/2/2019,11,140,6265,120,7,11.77498434,Low,GAME
PD,mid,T,9,7/2/2019,11,140,6265,6,7,11.77498434,Low,CATA
PD,mid,T,9,7/2/2019,11,140,6265,8,7,11.77498434,Low,FIN
PD,mid,T,9,7/17/2019,19,156,6284,1,7,11.77498434,Low,EFI
PD,mid,T,9,7/17/2019,19,156,6284,28,7,11.77498434,Low,FCOT
PD,mid,T,9,7/17/2019,19,156,6284,43,7,11.77498434,Low,GAME
PD,mid,T,9,7/17/2019,19,156,6284,10,7,11.77498434,Low,MTIN
PD,mid,T,9,7/17/2019,19,156,6284,4,7,11.77498434,Low,ANTS
PD,mid,T,9,7/17/2019,19,156,6284,7,7,11.77498434,Low,FIN
PD,mid,T,9,7/17/2019,19,156,6284,50,7,11.77498434,Low,LGRA
PD,mid,T,9,8/9/2019,30,177,4954,4,8,14.46787252,Low,EFI
PD,mid,T,9,8/9/2019,30,177,4954,3,8,14.46787252,Low,CATA
PD,mid,T,9,8/9/2019,30,177,4954,11,8,14.46787252,Low,FIN
PD,mid,T,9,8/9/2019,30,177,4954,12,8,14.46787252,Low,LGRA
PD,mid,T,9,8/27/2019,41,196,5083,34,8,14.46787252,Low,EFI
PD,mid,T,9,8/27/2019,41,196,5083,8,8,14.46787252,Low,MTIN
PD,mid,T,9,8/27/2019,41,196,5083,21,8,14.46787252,Low,LGRA
PD,mid,T,9,9/20/2019,53,214,5425,21,9,70.57240697,High,EFI
PD,mid,T,9,9/20/2019,53,214,5425,9,9,70.57240697,High,FIN
PD,mid,T,9,9/20/2019,53,214,5425,6,9,70.57240697,High,LGRA
PD,mid,T,9,10/10/2019,64,237,6317,7,10,29.0961191,High,ANTS
PD,mid,T,9,10/10/2019,64,237,6317,13,10,29.0961191,High,EFI
PD,mid,T,9,10/10/2019,64,237,6317,93,10,29.0961191,High,FCOT
PD,mid,T,9,10/10/2019,64,237,6317,7,10,29.0961191,High,FIN
PD,mid,T,9,11/4/2019,76,260,6869,38,11,48.12151099,High,EFI
PD,mid,T,9,11/4/2019,76,260,6869,5,11,48.12151099,High,FIN
PD,mid,T,9,11/14/2019,79,266,5659,11,11,48.12151099,High,EFI
PD,mid,T,9,11/14/2019,79,266,5659,17,11,48.12151099,High,QOLE
PD,mid,T,9,11/14/2019,79,266,5659,26,11,48.12151099,High,CATA
PD,mid,T,9,11/14/2019,79,266,5659,12,11,48.12151099,High,FIN
PD,mid,T,9,11/14/2019,79,266,5659,11,11,48.12151099,High,LGRA
WK,high,T,11,6/24/2019,7,280,6702,3,6,8.760734086,Low,ANTS
WK,high,T,11,6/24/2019,7,280,6702,8,6,8.760734086,Low,EFI
WK,high,T,11,6/24/2019,7,280,6702,58,6,8.760734086,Low,GAME
WK,high,T,11,6/24/2019,7,280,6702,44,6,8.760734086,Low,CATA
WK,high,T,11,6/24/2019,7,280,6702,6,6,8.760734086,Low,FIN
WK,high,T,11,7/9/2019,13,144,3997,9,7,11.77498434,Low,EFI
WK,high,T,11,7/9/2019,13,144,3997,15,7,11.77498434,Low,CATA
WK,high,T,11,7/9/2019,13,144,3997,12,7,11.77498434,Low,FIN
WK,high,T,11,8/13/2019,32,180,5045,1,8,14.46787252,Low,FIN
WK,high,T,11,8/13/2019,32,180,5045,4,8,14.46787252,Low,LGRA
WK,high,T,11,8/26/2019,39,191,5506,12,8,14.46787252,Low,EFI
WK,high,T,11,8/26/2019,39,191,5506,2,8,14.46787252,Low,CATA
WK,high,T,11,8/26/2019,39,191,5506,1,8,14.46787252,Low,FIN
WK,high,T,11,9/18/2019,52,212,5504,8,9,70.57240697,High,ANTS
WK,high,T,11,9/18/2019,52,212,5504,32,9,70.57240697,High,EFI
WK,high,T,11,9/18/2019,52,212,5504,74,9,70.57240697,High,GMAC
WK,high,T,11,9/18/2019,52,212,5504,1,9,70.57240697,High,CATA
WK,high,T,11,9/18/2019,52,212,5504,6,9,70.57240697,High,FIN
WK,high,T,11,10/14/2019,66,241,6080,11,10,29.0961191,High,ANTS
WK,high,T,11,10/14/2019,66,241,6080,1,10,29.0961191,High,CATA
WK,high,T,11,10/14/2019,66,241,6080,80,10,29.0961191,High,EFI
WK,high,T,11,10/14/2019,66,241,6080,5,10,29.0961191,High,CATA
WK,high,T,11,10/14/2019,66,241,6080,13,10,29.0961191,High,FIN
WK,high,T,11,10/14/2019,66,241,6080,24,10,29.0961191,High,LGRA
SP,high,D,11,6/24/2019,7,130,5117,6,6,8.760734086,Low,ANTS
SP,high,D,11,6/24/2019,7,130,5117,1,6,8.760734086,Low,EFI
SP,high,D,11,6/24/2019,7,130,5117,25,6,8.760734086,Low,GAME
SP,high,D,11,6/24/2019,7,130,5117,6,6,8.760734086,Low,CATA
SP,high,D,11,6/24/2019,7,130,5117,10,6,8.760734086,Low,FIN
SP,high,D,11,7/9/2019,13,142,3568,21,7,11.77498434,Low,ANTS
SP,high,D,11,7/9/2019,13,142,3568,11,7,11.77498434,Low,EFI
SP,high,D,11,7/9/2019,13,142,3568,1,7,11.77498434,Low,PPLA
SP,high,D,11,7/9/2019,13,142,3568,7,7,11.77498434,Low,CATA
SP,high,D,11,7/9/2019,13,142,3568,10,7,11.77498434,Low,FIN
SP,high,D,11,8/13/2019,32,182,5083,8,8,14.46787252,Low,EFI
SP,high,D,11,8/13/2019,32,182,5083,2,8,14.46787252,Low,MTIN
SP,high,D,11,8/13/2019,32,182,5083,5,8,14.46787252,Low,FIN
SP,high,D,11,8/13/2019,32,182,5083,14,8,14.46787252,Low,LGRA
SP,high,D,11,8/26/2019,39,192,6273,8,8,14.46787252,Low,ANTS
SP,high,D,11,8/26/2019,39,192,6273,1,8,14.46787252,Low,EFI
SP,high,D,11,8/26/2019,39,192,6273,4,8,14.46787252,Low,FIN
SP,high,D,11,8/26/2019,39,192,6273,2,8,14.46787252,Low,LGRA
SP,high,D,11,9/18/2019,52,213,6081,71,9,70.57240697,High,ANTS
SP,high,D,11,9/18/2019,52,213,6081,130,9,70.57240697,High,EFI
SP,high,D,11,9/18/2019,52,213,6081,179,9,70.57240697,High,GMAC
SP,high,D,11,9/18/2019,52,213,6081,16,9,70.57240697,High,FIN
SP,high,D,11,9/18/2019,52,213,6081,2,9,70.57240697,High,LGRA
SP,high,D,11,10/14/2019,66,240,7019,14,10,29.0961191,High,ANTS
SP,high,D,11,10/14/2019,66,240,7019,68,10,29.0961191,High,EFI
SP,high,D,11,10/14/2019,66,240,7019,3,10,29.0961191,High,FIN
SP,high,D,11,10/14/2019,66,240,7019,9,10,29.0961191,High,LGRA
RS,mid,D,10,6/24/2019,8,131,6810,64,6,8.760734086,Low,GAME
RS,mid,D,10,6/24/2019,8,131,6810,8,6,8.760734086,Low,CATA
RS,mid,D,10,6/24/2019,8,131,6810,2,6,8.760734086,Low,FIN
RS,mid,D,10,7/9/2019,12,141,7100,3,7,11.77498434,Low,EFI
RS,mid,D,10,7/9/2019,12,141,7100,187,7,11.77498434,Low,GAME
RS,mid,D,10,7/9/2019,12,141,7100,10,7,11.77498434,Low,CATA
RS,mid,D,10,8/13/2019,31,179,4547,1,8,14.46787252,Low,BPOL
RS,mid,D,10,8/13/2019,31,179,4547,7,8,14.46787252,Low,MTIN
RS,mid,D,10,8/13/2019,31,179,4547,34,8,14.46787252,Low,PPLA
RS,mid,D,10,8/13/2019,31,179,4547,6,8,14.46787252,Low,CATA
RS,mid,D,10,8/13/2019,31,179,4547,68,8,14.46787252,Low,HIVE
RS,mid,D,10,8/13/2019,31,179,4547,13,8,14.46787252,Low,FIN
RS,mid,D,10,8/13/2019,31,179,4547,30,8,14.46787252,Low,LGRA
RS,mid,D,10,8/26/2019,40,194,5953,35,8,14.46787252,Low,EFI
RS,mid,D,10,8/26/2019,40,194,5953,18,8,14.46787252,Low,GMAC
RS,mid,D,10,8/26/2019,40,194,5953,9,8,14.46787252,Low,MTIN
RS,mid,D,10,8/26/2019,40,194,5953,3,8,14.46787252,Low,FIN
RS,mid,D,10,9/17/2019,51,210,7029,3,9,70.57240697,High,EFI
RS,mid,D,10,9/17/2019,51,210,7029,475,9,70.57240697,High,GMAC
RS,mid,D,10,9/17/2019,51,210,7029,2,9,70.57240697,High,MTIN
RS,mid,D,10,9/17/2019,51,210,7029,5,9,70.57240697,High,FIN
RS,mid,D,10,10/11/2019,65,238,6473,28,10,29.0961191,High,EFI
RS,mid,D,10,10/11/2019,65,238,6473,15,10,29.0961191,High,CATA
RS,mid,D,10,10/11/2019,65,238,6473,11,10,29.0961191,High,FIN
RS,mid,D,10,10/11/2019,65,238,6473,226,10,29.0961191,High,LGRA
RS,mid,D,10,11/11/2019,77,262,7076,17,11,48.12151099,High,EFI
RS,mid,D,10,11/11/2019,77,262,7076,175,11,48.12151099,High,SOBO
RS,mid,D,10,11/11/2019,77,262,7076,4,11,48.12151099,High,CATA
RS,mid,D,10,11/11/2019,77,262,7076,23,11,48.12151099,High,FIN
RS,mid,D,10,11/11/2019,77,262,7076,203,11,48.12151099,High,LGRA
RS,mid,D,10,11/12/2019,78,264,6172,25,11,48.12151099,High,ANTS
RS,mid,D,10,11/12/2019,78,264,6172,12,11,48.12151099,High,EFI
RS,mid,D,10,11/12/2019,78,264,6172,194,11,48.12151099,High,SOBO
RS,mid,D,10,11/12/2019,78,264,6172,5,11,48.12151099,High,CATA
RS,mid,D,10,11/12/2019,78,264,6172,42,11,48.12151099,High,FIN
RS,mid,D,10,11/12/2019,78,264,6172,89,11,48.12151099,High,LGRA
MW,low,T,10,6/24/2019,8,279,7330,79,6,8.760734086,Low,GAME
MW,low,T,10,6/24/2019,8,279,7330,11,6,8.760734086,Low,CATA
MW,low,T,10,6/24/2019,8,279,7330,4,6,8.760734086,Low,FIN
MW,low,T,10,7/9/2019,12,143,7005,32,7,11.77498434,Low,GAME
MW,low,T,10,7/9/2019,12,143,7005,7,7,11.77498434,Low,FIN
MW,low,T,10,8/13/2019,31,181,4612,12,8,14.46787252,Low,ANTS
MW,low,T,10,8/13/2019,31,181,4612,8,8,14.46787252,Low,EFI
MW,low,T,10,8/13/2019,31,181,4612,4,8,14.46787252,Low,BPOL
MW,low,T,10,8/13/2019,31,181,4612,1,8,14.46787252,Low,MTIN
MW,low,T,10,8/13/2019,31,181,4612,3,8,14.46787252,Low,CATA
MW,low,T,10,8/13/2019,31,181,4612,29,8,14.46787252,Low,HIVE
MW,low,T,10,8/13/2019,31,181,4612,3,8,14.46787252,Low,FIN
MW,low,T,10,8/26/2019,40,193,4889,62,8,14.46787252,Low,EFI
MW,low,T,10,8/26/2019,40,193,4889,2,8,14.46787252,Low,FIN
MW,low,T,10,8/26/2019,40,193,4889,10,8,14.46787252,Low,LGRA
MW,low,T,10,9/17/2019,51,211,6718,22,9,70.57240697,High,EFI
MW,low,T,10,9/17/2019,51,211,6718,543,9,70.57240697,High,GMAC
MW,low,T,10,9/17/2019,51,211,6718,1,9,70.57240697,High,FIN
MW,low,T,10,10/11/2019,65,239,5657,49,10,29.0961191,High,ANTS
MW,low,T,10,10/11/2019,65,239,5657,7,10,29.0961191,High,EFI
MW,low,T,10,10/11/2019,65,239,5657,4,10,29.0961191,High,FIN
MW,low,T,10,10/11/2019,65,239,5657,108,10,29.0961191,High,LGRA
MW,low,T,10,11/11/2019,77,263,5029,4,11,48.12151099,High,EFI
MW,low,T,10,11/11/2019,77,263,5029,124,11,48.12151099,High,CVER
MW,low,T,10,11/11/2019,77,263,5029,5,11,48.12151099,High,FIN
MW,low,T,10,11/12/2019,78,265,6110,9,11,48.12151099,High,EFI
MW,low,T,10,11/12/2019,78,265,6110,26,11,48.12151099,High,SOBO
MW,low,T,10,11/12/2019,78,265,6110,1,11,48.12151099,High,CATA
MW,low,T,10,11/12/2019,78,265,6110,6,11,48.12151099,High,FIN
MW,low,T,10,11/12/2019,78,265,6110,60,11,48.12151099,High,LGRA
